Order_ID,Customer_ID,Sales_Date,Sales_Amount,Product_Category
ORD04492,C0496,2025-11-10,26112,Office Supplies
ORD04493,C0461,2024-04-11,38585,Office Supplies
ORD04494,C0101,2024-01-11,54128,Electronics
ORD04495,C0154,2024-08-30,24244,Office Supplies
ORD04496,C0257,2025-01-09,70277,Office Supplies
ORD04497,C0319,2024-10-23,60349,Electronics
ORD04498,C0308,2025-11-05,77412,Electronics
ORD04499,C0213,2025-09-04,76406,Office Supplies
ORD04500,C0380,2025-07-14,15897,Office Supplies
ORD04501,C0290,2024-05-11,30233,Furniture
ORD04502,C0037,2024-03-02,34797,Furniture
ORD04503,C0297,2024-03-01,65873,Electronics
ORD04504,C0337,2024-04-17,30303,Office Supplies
ORD04505,C0217,2024-09-16,56561,Office Supplies
ORD04506,C0490,2025-09-21,8073,Furniture
ORD04507,C0364,2025-06-29,70183,Furniture
ORD04508,C0264,2024-11-17,71637,Electronics
ORD04509,C0097,2025-09-05,14172,Electronics
ORD04510,C0330,2025-04-16,64431,Office Supplies
ORD04511,C0404,2024-02-08,45085,Electronics
ORD04512,C0493,2025-11-18,71959,Office Supplies
ORD04513,C0256,2024-12-06,10942,Office Supplies
ORD04514,C0355,2025-06-03,45678,Electronics
ORD04515,C0374,2024-09-14,24659,Office Supplies
ORD04516,C0232,2025-10-18,8055,Electronics
ORD04517,C0292,2025-04-18,65699,Electronics
ORD04518,C0119,2025-06-10,1420,Electronics
ORD04519,C0130,2024-04-02,34579,Office Supplies
ORD04520,C0489,2024-07-17,22625,Office Supplies
ORD04521,C0465,2025-12-11,55767,Office Supplies
ORD04522,C0352,2025-10-22,41949,Office Supplies
ORD04523,C0155,2024-05-06,2043,Furniture
ORD04524,C0393,2024-05-16,27901,Electronics
ORD04525,C0478,2024-01-15,5398,Office Supplies
ORD04526,C0446,2025-11-30,73298,Furniture
ORD04527,C0187,2025-07-13,50171,Electronics
ORD04528,C0357,2025-12-11,25900,Electronics
ORD04529,C0133,2025-07-29,64680,Office Supplies
ORD04530,C0035,2025-09-22,31019,Furniture
ORD04531,C0440,2024-06-20,13223,Electronics
ORD04532,C0461,2024-10-18,58404,Office Supplies
ORD04533,C0145,2025-02-10,62434,Furniture
ORD04534,C0440,2025-05-13,29764,Electronics
ORD04535,C0360,2024-11-20,12087,Office Supplies
ORD04536,C0322,2024-09-13,15287,Furniture
ORD04537,C0452,2025-03-05,10172,Furniture
ORD04538,C0476,2024-07-13,12297,Electronics
ORD04539,C0144,2024-08-19,20613,Electronics
ORD04540,C0374,2025-08-18,61055,Office Supplies
ORD04541,C0490,2024-06-06,34120,Furniture
ORD04542,C0415,2025-12-13,53233,Electronics
ORD04543,C0237,2024-10-07,7358,Electronics
ORD04544,C0168,2025-10-13,27777,Office Supplies
ORD04545,C0020,2024-02-10,44538,Furniture
ORD04546,C0267,2024-10-04,17224,Furniture
ORD04547,C0080,2025-05-16,28567,Furniture
ORD04548,C0029,2025-02-04,75050,Furniture
ORD04549,C0415,2024-12-03,35434,Electronics
ORD04550,C0117,2024-07-05,51316,Electronics
ORD04551,C0368,2025-12-27,1732,Office Supplies
ORD04552,C0479,2024-04-15,42933,Electronics
ORD04553,C0467,2025-07-18,76849,Electronics
ORD04554,C0068,2025-09-20,67110,Electronics
ORD04555,C0023,2025-08-27,20878,Electronics
ORD04556,C0039,2024-08-17,28115,Furniture
ORD04557,C0016,2024-09-16,43192,Office Supplies
ORD04558,C0022,2024-08-09,68405,Furniture
ORD04559,C0498,2024-01-17,66042,Electronics
ORD04560,C0318,2024-11-01,26409,Electronics
ORD04561,C0211,2024-05-22,67040,Furniture
ORD04562,C0097,2024-10-07,44906,Electronics
ORD04563,C0071,2025-08-10,49385,Electronics
ORD04564,C0315,2025-03-28,20122,Office Supplies
ORD04565,C0375,2024-12-09,44667,Office Supplies
ORD04566,C0197,2025-05-26,32720,Electronics
ORD04567,C0195,2024-02-10,21240,Furniture
ORD04568,C0263,2025-03-11,26717,Office Supplies
ORD04569,C0368,2024-10-30,71096,Furniture
ORD04570,C0418,2025-03-05,48393,Office Supplies
ORD04571,C0201,2024-04-07,18471,Office Supplies
ORD04572,C0431,2024-02-26,54507,Office Supplies
ORD04573,C0430,2024-12-22,42673,Electronics
ORD04574,C0453,2024-05-07,14816,Electronics
ORD04575,C0357,2025-09-03,44394,Electronics
ORD04576,C0041,2025-02-11,15407,Furniture
ORD04577,C0196,2025-02-04,62858,Office Supplies
ORD04578,C0284,2025-12-02,45228,Office Supplies
ORD04579,C0228,2024-04-17,28649,Furniture
ORD04580,C0038,2024-04-26,18094,Office Supplies
ORD04581,C0076,2025-10-09,71306,Office Supplies
ORD04582,C0432,2025-06-16,9795,Electronics
ORD04583,C0139,2024-06-21,28843,Office Supplies
ORD04584,C0323,2025-11-17,43533,Office Supplies
ORD04585,C0093,2024-09-16,60108,Office Supplies
ORD04586,C0205,2024-11-23,47883,Furniture
ORD04587,C0495,2024-12-29,6646,Office Supplies
ORD04588,C0166,2024-11-26,35239,Office Supplies
ORD04589,C0266,2024-12-09,79724,Office Supplies
ORD04590,C0439,2025-10-09,6753,Furniture
ORD04591,C0294,2024-02-21,41098,Electronics
ORD04592,C0297,2025-07-15,63266,Office Supplies
ORD04593,C0271,2025-07-06,76827,Office Supplies
ORD04594,C0148,2025-09-28,72397,Furniture
ORD04595,C0393,2024-10-13,1144,Furniture
ORD04596,C0020,2024-05-29,51877,Office Supplies
ORD04597,C0388,2024-02-05,75853,Office Supplies
ORD04598,C0188,2025-09-02,41301,Electronics
ORD04599,C0177,2025-11-26,18399,Electronics
ORD04600,C0500,2025-08-02,69993,Office Supplies
ORD04601,C0317,2024-01-19,25553,Electronics
ORD04602,C0408,2025-05-23,61941,Furniture
ORD04603,C0100,2024-02-22,70880,Office Supplies
ORD04604,C0451,2024-04-02,44216,Electronics
ORD04605,C0011,2024-06-15,77009,Electronics
ORD04606,C0106,2024-07-26,51774,Furniture
ORD04607,C0230,2024-03-03,46306,Electronics
ORD04608,C0289,2025-05-20,76795,Electronics
ORD04609,C0181,2024-08-27,71876,Furniture
ORD04610,C0052,2025-12-23,19901,Office Supplies
ORD04611,C0230,2025-08-25,14625,Electronics
ORD04612,C0074,2025-01-17,29882,Electronics
ORD04613,C0072,2025-12-20,47856,Office Supplies
ORD04614,C0388,2025-07-28,67750,Furniture
ORD04615,C0395,2025-10-22,3277,Furniture
ORD04616,C0389,2024-03-21,56369,Electronics
ORD04617,C0249,2024-10-08,24243,Electronics
ORD04618,C0050,2024-05-11,15690,Electronics
ORD04619,C0382,2024-11-29,40463,Office Supplies
ORD04620,C0140,2024-11-13,68406,Furniture
ORD04621,C0008,2024-05-29,40146,Furniture
ORD04622,C0358,2024-03-15,3398,Office Supplies
ORD04623,C0354,2024-03-13,51970,Office Supplies
ORD04624,C0048,2024-01-04,65848,Electronics
ORD04625,C0127,2025-05-08,64517,Office Supplies
ORD04626,C0298,2025-05-16,31339,Electronics
ORD04627,C0482,2025-09-26,44890,Electronics
ORD04628,C0362,2024-11-06,52610,Electronics
ORD04629,C0229,2024-07-13,65673,Electronics
ORD04630,C0030,2024-11-11,6206,Electronics
ORD04631,C0326,2024-07-01,40106,Electronics
ORD04632,C0146,2024-11-06,3687,Electronics
ORD04633,C0082,2024-03-18,59321,Office Supplies
ORD04634,C0176,2025-03-10,27900,Office Supplies
ORD04635,C0388,2024-11-13,27212,Furniture
ORD04636,C0036,2024-10-07,45186,Furniture
ORD04637,C0422,2024-02-03,12113,Electronics
ORD04638,C0308,2024-01-17,33933,Electronics
ORD04639,C0043,2024-06-12,70322,Furniture
ORD04640,C0275,2025-03-11,57080,Furniture
ORD04641,C0225,2024-12-19,51253,Furniture
ORD04642,C0205,2025-09-16,66744,Office Supplies
ORD04643,C0104,2025-01-26,32729,Electronics
ORD04644,C0391,2024-06-03,5558,Office Supplies
ORD04645,C0145,2025-06-19,13400,Furniture
ORD04646,C0260,2024-12-29,25981,Electronics
ORD04647,C0453,2025-08-19,76846,Office Supplies
ORD04648,C0306,2024-01-02,69830,Furniture
ORD04649,C0485,2024-02-04,9813,Furniture
ORD04650,C0195,2024-04-25,68523,Furniture
ORD04651,C0452,2024-02-28,22443,Furniture
ORD04652,C0358,2024-08-21,17960,Furniture
ORD04653,C0410,2025-02-03,61497,Office Supplies
ORD04654,C0400,2024-08-24,12685,Furniture
ORD04655,C0497,2025-12-07,51871,Furniture
ORD04656,C0081,2024-12-07,4776,Office Supplies
ORD04657,C0415,2025-06-13,24036,Electronics
ORD04658,C0073,2024-09-28,27000,Office Supplies
ORD04659,C0211,2025-08-07,57604,Office Supplies
ORD04660,C0370,2024-11-08,59694,Office Supplies
ORD04661,C0421,2025-05-17,28914,Electronics
ORD04662,C0128,2025-05-18,21575,Furniture
ORD04663,C0443,2025-08-28,22585,Office Supplies
ORD04664,C0085,2025-10-26,12369,Electronics
ORD04665,C0119,2024-05-21,41078,Electronics
ORD04666,C0475,2025-02-06,10426,Office Supplies
ORD04667,C0207,2025-12-02,38825,Furniture
ORD04668,C0011,2025-01-01,52926,Office Supplies
ORD04669,C0417,2024-06-02,59694,Furniture
ORD04670,C0473,2025-01-14,4537,Furniture
ORD04671,C0370,2025-12-20,54302,Office Supplies
ORD04672,C0184,2025-11-13,69661,Electronics
ORD04673,C0196,2024-03-26,57293,Office Supplies
ORD04674,C0299,2024-04-07,27174,Furniture
ORD04675,C0495,2024-08-15,69463,Office Supplies
ORD04676,C0386,2024-03-13,21466,Furniture
ORD04677,C0287,2024-02-18,25301,Furniture
ORD04678,C0443,2025-02-05,23180,Electronics
ORD04679,C0307,2025-03-29,36410,Furniture
ORD04680,C0224,2024-02-18,40285,Office Supplies
ORD04681,C0153,2024-02-29,39970,Electronics
ORD04682,C0137,2024-04-21,38830,Electronics
ORD04683,C0355,2025-11-24,55590,Furniture
ORD04684,C0193,2024-06-07,56365,Electronics
ORD04685,C0446,2025-02-08,8183,Furniture
ORD04686,C0207,2024-10-31,33279,Electronics
ORD04687,C0450,2024-01-28,58499,Electronics
ORD04688,C0157,2025-04-19,52563,Furniture
ORD04689,C0498,2025-12-07,2339,Furniture
ORD04690,C0397,2024-08-11,10407,Electronics
ORD04691,C0316,2025-12-21,64001,Office Supplies
ORD04692,C0108,2025-04-18,38211,Furniture
ORD04693,C0193,2025-01-23,30394,Furniture
ORD04694,C0242,2025-05-08,25305,Furniture
ORD04695,C0396,2024-06-29,34676,Electronics
ORD04696,C0248,2025-06-06,41880,Office Supplies
ORD04697,C0037,2024-06-29,71623,Office Supplies
ORD04698,C0252,2025-10-17,55030,Electronics
ORD04699,C0069,2025-05-31,19955,Furniture
ORD04700,C0500,2024-04-18,21901,Furniture
ORD04701,C0428,2025-08-20,73575,Furniture
ORD04702,C0230,2025-09-15,75349,Office Supplies
ORD04703,C0433,2024-10-20,67192,Electronics
ORD04704,C0299,2024-11-15,5873,Furniture
ORD04705,C0362,2025-07-18,16961,Electronics
ORD04706,C0434,2025-04-14,46480,Furniture
ORD04707,C0494,2024-04-02,2400,Furniture
ORD04708,C0468,2024-02-07,74272,Furniture
ORD04709,C0242,2024-07-11,19769,Furniture
ORD04710,C0406,2025-06-17,52479,Office Supplies
ORD04711,C0493,2024-09-29,69240,Electronics
ORD04712,C0016,2025-01-22,21934,Furniture
ORD04713,C0236,2024-03-17,51748,Furniture
ORD04714,C0469,2025-02-05,26458,Office Supplies
ORD04715,C0438,2025-12-16,71184,Office Supplies
ORD04716,C0215,2024-11-20,10117,Electronics
ORD04717,C0014,2024-12-10,35450,Electronics
ORD04718,C0182,2024-05-11,66840,Electronics
ORD04719,C0374,2025-05-10,66689,Furniture
ORD04720,C0451,2024-11-02,61892,Furniture
ORD04721,C0004,2024-04-26,56093,Office Supplies
ORD04722,C0193,2024-05-21,3167,Office Supplies
ORD04723,C0078,2025-11-10,32378,Electronics
ORD04724,C0195,2024-05-08,65432,Electronics
ORD04725,C0205,2025-01-15,32996,Office Supplies
ORD04726,C0287,2024-03-14,28318,Furniture
ORD04727,C0277,2025-08-30,44391,Furniture
ORD04728,C0354,2024-05-20,27432,Furniture
ORD04729,C0151,2024-08-19,48896,Office Supplies
ORD04730,C0477,2024-03-10,22323,Office Supplies
ORD04731,C0010,2024-11-14,48106,Office Supplies
ORD04732,C0410,2025-08-02,55472,Electronics
ORD04733,C0363,2025-07-18,47402,Office Supplies
ORD04734,C0476,2025-01-07,19081,Furniture
ORD04735,C0419,2024-02-19,45504,Electronics
ORD04736,C0030,2024-10-11,42420,Electronics
ORD04737,C0383,2024-01-23,53318,Office Supplies
ORD04738,C0196,2025-02-21,2662,Furniture
ORD04739,C0285,2025-06-09,6802,Office Supplies
ORD04740,C0162,2025-08-05,21497,Office Supplies
ORD04741,C0134,2024-08-04,76915,Office Supplies
ORD04742,C0491,2025-10-30,67047,Electronics
ORD04743,C0173,2025-06-23,68027,Electronics
ORD04744,C0084,2024-06-07,50106,Furniture
ORD04745,C0029,2024-06-21,15514,Electronics
ORD04746,C0211,2025-07-09,52181,Furniture
ORD04747,C0498,2025-11-11,6679,Electronics
ORD04748,C0419,2025-07-05,24847,Office Supplies
ORD04749,C0450,2024-04-05,34725,Office Supplies
ORD04750,C0260,2025-09-12,52623,Furniture
ORD04751,C0455,2025-03-20,78263,Office Supplies
ORD04752,C0437,2024-04-06,64206,Office Supplies
ORD04753,C0057,2025-01-09,34837,Office Supplies
ORD04754,C0385,2025-07-19,25646,Furniture
ORD04755,C0412,2024-03-29,10036,Furniture
ORD04756,C0124,2025-07-25,29890,Electronics
ORD04757,C0486,2025-01-21,51937,Office Supplies
ORD04758,C0435,2024-11-08,38343,Office Supplies
ORD04759,C0101,2024-10-16,62122,Office Supplies
ORD04760,C0145,2024-08-22,7874,Electronics
ORD04761,C0151,2025-10-20,19573,Furniture
ORD04762,C0483,2025-04-21,72729,Office Supplies
ORD04763,C0398,2024-10-01,45717,Furniture
ORD04764,C0223,2024-03-07,15277,Furniture
ORD04765,C0478,2024-12-24,53291,Office Supplies
ORD04766,C0331,2024-03-19,54616,Electronics
ORD04767,C0306,2025-01-27,41287,Office Supplies
ORD04768,C0030,2025-01-13,58505,Office Supplies
ORD04769,C0253,2025-03-14,55724,Electronics
ORD04770,C0391,2024-03-18,62735,Office Supplies
ORD04771,C0081,2025-11-23,50920,Electronics
ORD04772,C0444,2024-10-18,62744,Electronics
ORD04773,C0009,2025-04-08,39320,Office Supplies
ORD04774,C0369,2024-01-30,20586,Furniture
ORD04775,C0307,2025-05-24,18543,Furniture
ORD04776,C0104,2024-01-13,15657,Office Supplies
ORD04777,C0460,2025-09-20,57012,Office Supplies
ORD04778,C0405,2025-08-21,40948,Furniture
ORD04779,C0431,2025-01-16,20988,Electronics
ORD04780,C0244,2024-10-26,49743,Office Supplies
ORD04781,C0201,2024-11-17,73861,Office Supplies
ORD04782,C0467,2025-12-10,72577,Office Supplies
ORD04783,C0137,2024-07-19,73480,Furniture
ORD04784,C0288,2024-10-29,40757,Electronics
ORD04785,C0353,2025-07-24,3955,Office Supplies
ORD04786,C0201,2025-06-19,36865,Electronics
ORD04787,C0423,2024-11-06,50002,Furniture
ORD04788,C0457,2025-08-12,47358,Furniture
ORD04789,C0486,2025-04-10,26821,Office Supplies
ORD04790,C0443,2024-03-08,45869,Office Supplies
ORD04791,C0218,2025-04-07,76774,Office Supplies
ORD04792,C0241,2025-10-20,18175,Office Supplies
ORD04793,C0042,2024-12-18,56625,Electronics
ORD04794,C0097,2025-10-26,3796,Electronics
ORD04795,C0405,2025-10-04,30710,Electronics
ORD04796,C0401,2025-05-07,53783,Electronics
ORD04797,C0305,2024-04-02,52680,Office Supplies
ORD04798,C0324,2025-09-26,38232,Office Supplies
ORD04799,C0256,2024-07-30,76738,Furniture
ORD04800,C0202,2025-06-19,61794,Office Supplies
ORD04801,C0356,2025-01-27,49035,Office Supplies
ORD04802,C0465,2025-02-22,39730,Furniture
ORD04803,C0056,2025-06-30,11510,Office Supplies
ORD04804,C0479,2025-05-08,47713,Electronics
ORD04805,C0137,2024-02-09,77145,Furniture
ORD04806,C0056,2025-10-10,76270,Office Supplies
ORD04807,C0317,2025-03-27,46116,Electronics
ORD04808,C0045,2025-05-12,42427,Furniture
ORD04809,C0487,2024-08-11,38112,Furniture
ORD04810,C0030,2025-02-26,7535,Electronics
ORD04811,C0061,2024-02-05,78113,Electronics
ORD04812,C0454,2025-01-27,24933,Furniture
ORD04813,C0315,2025-03-01,56009,Furniture
ORD04814,C0084,2025-04-10,67103,Office Supplies
ORD04815,C0428,2024-09-01,29139,Electronics
ORD04816,C0415,2024-07-01,50713,Electronics
ORD04817,C0500,2025-05-18,27142,Electronics
ORD04818,C0290,2025-02-26,68712,Electronics
ORD04819,C0156,2024-07-17,56104,Office Supplies
ORD04820,C0257,2024-03-14,17557,Electronics
ORD04821,C0023,2025-03-16,62961,Office Supplies
ORD04822,C0353,2025-09-21,59817,Electronics
ORD04823,C0217,2025-04-14,16806,Furniture
ORD04824,C0495,2025-03-08,77660,Electronics
ORD04825,C0327,2024-11-04,62431,Electronics
ORD04826,C0038,2024-06-10,72175,Electronics
ORD04827,C0488,2025-11-22,77942,Office Supplies
ORD04828,C0394,2024-09-18,47762,Furniture
ORD04829,C0041,2025-01-26,37134,Furniture
ORD04830,C0014,2025-05-14,15091,Furniture
ORD04831,C0022,2024-01-02,57560,Office Supplies
ORD04832,C0356,2025-11-25,52553,Furniture
ORD04833,C0468,2024-06-18,72912,Furniture
ORD04834,C0464,2024-07-24,7563,Electronics
ORD04835,C0134,2024-12-01,50085,Furniture
ORD04836,C0356,2025-10-31,67742,Furniture
ORD04837,C0274,2024-12-09,24900,Electronics
ORD04838,C0078,2024-05-09,7848,Electronics
ORD04839,C0394,2025-01-29,46411,Office Supplies
ORD04840,C0348,2025-09-30,63694,Office Supplies
ORD04841,C0232,2024-11-09,16118,Furniture
ORD04842,C0140,2024-05-18,8367,Electronics
ORD04843,C0260,2025-11-05,1328,Electronics
ORD04844,C0471,2024-10-19,19864,Electronics
ORD04845,C0368,2025-01-22,73017,Furniture
ORD04846,C0435,2024-06-26,9870,Furniture
ORD04847,C0015,2024-10-14,57237,Furniture
ORD04848,C0269,2025-04-28,4607,Office Supplies
ORD04849,C0412,2025-11-17,74142,Electronics
ORD04850,C0410,2025-05-15,51828,Electronics
ORD04851,C0064,2024-03-23,57853,Furniture
ORD04852,C0056,2024-05-30,31829,Electronics
ORD04853,C0136,2025-02-02,45953,Office Supplies
ORD04854,C0116,2025-02-10,48814,Office Supplies
ORD04855,C0312,2025-07-06,1296,Office Supplies
ORD04856,C0381,2025-11-21,13589,Furniture
ORD04857,C0344,2025-03-01,47919,Office Supplies
ORD04858,C0418,2025-12-01,14339,Electronics
ORD04859,C0217,2025-02-21,22455,Electronics
ORD04860,C0390,2024-06-05,6049,Office Supplies
ORD04861,C0193,2024-03-05,4614,Electronics
ORD04862,C0052,2024-08-31,3741,Office Supplies
ORD04863,C0358,2025-01-07,4210,Office Supplies
ORD04864,C0475,2025-01-25,31962,Office Supplies
ORD04865,C0294,2024-09-23,64552,Office Supplies
ORD04866,C0100,2024-10-28,70424,Office Supplies
ORD04867,C0037,2025-12-12,35878,Furniture
ORD04868,C0004,2025-11-19,74206,Electronics
ORD04869,C0134,2025-12-13,59185,Furniture
ORD04870,C0008,2025-04-24,75241,Office Supplies
ORD04871,C0439,2024-11-05,28214,Furniture
ORD04872,C0160,2024-10-18,15798,Office Supplies
ORD04873,C0498,2025-04-23,49361,Furniture
ORD04874,C0220,2025-01-29,12709,Office Supplies
ORD04875,C0204,2024-07-09,12476,Electronics
ORD04876,C0088,2024-08-29,77506,Electronics
ORD04877,C0318,2025-01-17,2296,Electronics
ORD04878,C0470,2025-11-22,77974,Furniture
ORD04879,C0415,2025-01-28,11762,Electronics
ORD04880,C0392,2024-07-17,18644,Electronics
ORD04881,C0201,2024-12-13,66835,Office Supplies
ORD04882,C0003,2025-07-23,61232,Electronics
ORD04883,C0194,2025-11-15,63387,Office Supplies
ORD04884,C0018,2025-12-12,44514,Office Supplies
ORD04885,C0039,2024-04-27,30409,Office Supplies
ORD04886,C0275,2024-08-07,9102,Office Supplies
ORD04887,C0010,2024-10-04,45776,Office Supplies
ORD04888,C0262,2024-03-30,52728,Office Supplies
ORD04889,C0458,2025-04-26,25461,Office Supplies
ORD04890,C0441,2024-03-25,79740,Electronics
ORD04891,C0006,2024-10-04,17920,Electronics
ORD04892,C0045,2025-07-28,48925,Office Supplies
ORD04893,C0032,2024-12-24,21981,Furniture
ORD04894,C0117,2024-04-23,11250,Office Supplies
ORD04895,C0225,2025-02-07,47016,Furniture
ORD04896,C0252,2024-07-09,25348,Furniture
ORD04897,C0056,2024-06-09,67928,Furniture
ORD04898,C0474,2024-12-09,4101,Office Supplies
ORD04899,C0128,2025-06-12,41926,Electronics
ORD04900,C0028,2024-04-08,75314,Furniture
ORD04901,C0413,2025-08-17,25479,Electronics
ORD04902,C0093,2024-09-27,77719,Electronics
ORD04903,C0354,2024-10-04,34397,Furniture
ORD04904,C0015,2025-02-13,57639,Electronics
ORD04905,C0437,2024-12-19,76189,Office Supplies
ORD04906,C0091,2025-12-11,17771,Electronics
ORD04907,C0027,2025-08-28,65315,Furniture
ORD04908,C0359,2025-11-22,37365,Office Supplies
ORD04909,C0198,2024-03-08,73317,Electronics
ORD04910,C0384,2025-07-28,23022,Furniture
ORD04911,C0412,2024-12-11,78070,Electronics
ORD04912,C0151,2024-08-12,24137,Electronics
ORD04913,C0408,2024-04-27,64261,Electronics
ORD04914,C0144,2024-12-24,50472,Office Supplies
ORD04915,C0032,2024-12-18,11101,Office Supplies
ORD04916,C0090,2024-02-26,70097,Office Supplies
ORD04917,C0020,2025-07-19,55252,Electronics
ORD04918,C0414,2025-04-07,68281,Electronics
ORD04919,C0270,2025-05-21,15546,Electronics
ORD04920,C0175,2024-08-17,68930,Office Supplies
ORD04921,C0158,2025-03-28,26722,Electronics
ORD04922,C0136,2024-06-07,8799,Office Supplies
ORD04923,C0184,2025-04-20,8756,Office Supplies
ORD04924,C0115,2025-03-17,48686,Office Supplies
ORD04925,C0393,2025-01-18,77080,Electronics
ORD04926,C0162,2025-05-04,4373,Furniture
ORD04927,C0373,2024-07-10,63846,Office Supplies
ORD04928,C0381,2025-08-12,21595,Office Supplies
ORD04929,C0001,2025-12-17,35312,Office Supplies
ORD04930,C0221,2025-08-12,71525,Electronics
ORD04931,C0460,2024-03-12,58346,Electronics
ORD04932,C0469,2024-03-28,30872,Furniture
ORD04933,C0027,2024-07-04,57508,Office Supplies
ORD04934,C0037,2025-01-27,65115,Electronics
ORD04935,C0198,2025-12-07,63264,Electronics
ORD04936,C0419,2025-05-24,8010,Electronics
ORD04937,C0075,2024-10-26,11388,Electronics
ORD04938,C0403,2024-06-18,55764,Electronics
ORD04939,C0050,2024-01-17,71058,Electronics
ORD04940,C0007,2025-07-16,28066,Electronics
ORD04941,C0010,2025-08-15,12358,Furniture
ORD04942,C0364,2024-08-19,17004,Office Supplies
ORD04943,C0122,2025-07-02,34450,Electronics
ORD04944,C0401,2024-12-03,33494,Electronics
ORD04945,C0347,2024-03-11,68651,Office Supplies
ORD04946,C0086,2024-08-23,8039,Furniture
ORD04947,C0421,2024-08-24,11442,Electronics
ORD04948,C0302,2025-04-18,19699,Office Supplies
ORD04949,C0277,2025-06-15,62849,Electronics
ORD04950,C0271,2025-04-06,61465,Electronics
ORD04951,C0108,2024-02-11,40668,Electronics
ORD04952,C0437,2024-08-25,67514,Furniture
ORD04953,C0344,2025-02-12,67103,Electronics
ORD04954,C0380,2025-08-24,1901,Electronics
ORD04955,C0380,2025-05-10,61148,Office Supplies
ORD04956,C0219,2024-10-15,21614,Office Supplies
ORD04957,C0236,2025-04-12,5514,Office Supplies
ORD04958,C0453,2025-04-18,70451,Furniture
ORD04959,C0077,2025-01-17,33225,Office Supplies
ORD04960,C0317,2024-03-08,25671,Office Supplies
ORD04961,C0166,2024-11-11,9926,Electronics
ORD04962,C0063,2025-04-16,35229,Furniture
ORD04963,C0276,2025-11-19,44925,Office Supplies
ORD04964,C0063,2025-08-19,48007,Furniture
ORD04965,C0144,2024-06-23,30218,Electronics
ORD04966,C0134,2024-09-18,6432,Electronics
ORD04967,C0191,2025-07-23,67357,Furniture
ORD04968,C0406,2024-12-05,9331,Electronics
ORD04969,C0270,2025-06-21,20953,Office Supplies
ORD04970,C0418,2024-04-15,59159,Electronics
ORD04971,C0001,2025-06-19,60391,Furniture
ORD04972,C0275,2024-11-28,32901,Electronics
ORD04973,C0174,2025-09-08,79036,Furniture
ORD04974,C0148,2025-11-21,53021,Office Supplies
ORD04975,C0006,2025-07-26,59794,Office Supplies
ORD04976,C0069,2024-12-12,33884,Furniture
ORD04977,C0443,2025-05-22,66329,Furniture
ORD04978,C0121,2025-06-07,72696,Electronics
ORD04979,C0382,2025-04-05,57999,Office Supplies
ORD04980,C0116,2025-01-12,25887,Electronics
ORD04981,C0141,2025-04-27,69687,Electronics
ORD04982,C0414,2024-04-24,2514,Office Supplies
ORD04983,C0480,2024-05-01,56983,Electronics
ORD04984,C0059,2025-09-14,69185,Office Supplies
ORD04985,C0446,2025-05-06,34482,Furniture
ORD04986,C0216,2025-08-17,27415,Electronics
ORD04987,C0215,2025-07-27,12647,Office Supplies
ORD04988,C0177,2025-11-25,10604,Furniture
ORD04989,C0148,2025-09-22,16056,Office Supplies
ORD04990,C0315,2024-01-20,65683,Electronics
ORD04991,C0324,2024-10-04,37457,Furniture
ORD04992,C0060,2025-09-05,50378,Furniture
ORD04993,C0426,2025-08-12,24698,Electronics
ORD04994,C0384,2024-01-26,50859,Office Supplies
ORD04995,C0490,2025-03-11,9546,Office Supplies
ORD04996,C0008,2024-04-27,63756,Office Supplies
ORD04997,C0140,2025-06-14,39454,Electronics
ORD04998,C0497,2024-11-23,22156,Furniture
ORD04999,C0440,2025-02-22,61822,Electronics
ORD05000,C0307,2024-08-11,9167,Furniture
ORD05001,C0366,2025-10-28,39854,Furniture
ORD05002,C0468,2024-07-22,77026,Electronics
ORD05003,C0395,2025-06-25,63822,Furniture
ORD05004,C0099,2024-12-14,70923,Office Supplies
ORD05005,C0289,2025-07-27,27710,Electronics
ORD05006,C0372,2024-10-06,28326,Furniture
ORD05007,C0342,2025-09-08,48358,Electronics
ORD05008,C0121,2024-07-14,30678,Electronics
ORD05009,C0463,2025-02-22,79329,Furniture
ORD05010,C0465,2024-10-01,26739,Electronics
ORD05011,C0126,2024-07-06,37157,Furniture
ORD05012,C0291,2024-08-12,46972,Furniture
ORD05013,C0064,2025-03-04,66048,Office Supplies
ORD05014,C0265,2024-07-18,66114,Furniture
ORD05015,C0247,2024-06-10,8017,Furniture
ORD05016,C0118,2025-07-30,66235,Electronics
ORD05017,C0258,2025-06-09,72928,Office Supplies
ORD05018,C0140,2024-05-25,61997,Electronics
ORD05019,C0378,2025-01-19,56767,Furniture
ORD05020,C0214,2024-10-15,47562,Furniture
ORD05021,C0376,2024-08-11,79526,Electronics
ORD05022,C0267,2024-09-24,3424,Electronics
ORD05023,C0484,2024-09-29,64824,Furniture
ORD05024,C0479,2025-09-04,53617,Furniture
ORD05025,C0380,2025-01-14,35914,Furniture
ORD05026,C0001,2025-03-03,52518,Office Supplies
ORD05027,C0490,2025-08-31,78543,Office Supplies
ORD05028,C0154,2024-06-02,45573,Electronics
ORD05029,C0083,2025-06-11,25749,Furniture
ORD05030,C0298,2024-08-25,1713,Office Supplies
ORD05031,C0486,2025-07-20,4944,Electronics
ORD05032,C0051,2025-10-25,71897,Furniture
ORD05033,C0090,2024-04-26,25876,Office Supplies
ORD05034,C0279,2024-07-12,3239,Electronics
