Payment_ID,Invoice_ID,Payment_Date,Amount_Paid,Payment_Method
PAY03460,INV04085,2026-01-26,33586,Cheque
PAY03461,INV04086,2025-10-07,27979,Bank Transfer
PAY03462,INV04087,2024-07-26,17641,Cheque
PAY03463,INV04088,2024-05-07,559,UPI
PAY03464,INV04090,2026-02-04,42592,Cheque
PAY03465,INV04091,2025-08-16,33895,UPI
PAY03466,INV04092,2025-11-11,4514,Cheque
PAY03467,INV04095,2025-09-13,43395,Cheque
PAY03468,INV04096,2024-12-11,21453,Cheque
PAY03469,INV04097,2025-12-20,1287,UPI
PAY03470,INV04098,2024-12-07,7708,UPI
PAY03471,INV04099,2024-06-26,2938,Bank Transfer
PAY03472,INV04100,2025-12-21,45976,Cheque
PAY03473,INV04101,2026-01-21,29069,Card
PAY03474,INV04102,2025-08-13,7893,Card
PAY03475,INV04103,2025-04-09,23847,Cheque
PAY03476,INV04104,2024-08-03,27620,UPI
PAY03477,INV04105,2024-03-06,35647,UPI
PAY03478,INV04106,2026-01-11,4889,UPI
PAY03479,INV04107,2026-01-25,36245,Cheque
PAY03480,INV04109,2024-08-22,10934,Cheque
PAY03481,INV04110,2025-06-20,32086,Bank Transfer
PAY03482,INV04111,2025-02-28,10043,Cheque
PAY03483,INV04113,2024-08-31,30779,Card
PAY03484,INV04114,2025-09-24,15047,UPI
PAY03485,INV04115,2026-02-09,11287,UPI
PAY03486,INV04116,2025-01-01,2263,Card
PAY03487,INV04117,2024-08-01,30389,Bank Transfer
PAY03488,INV04119,2024-07-21,31637,Bank Transfer
PAY03489,INV04120,2025-08-05,9688,Card
PAY03490,INV04121,2025-08-02,13503,Bank Transfer
PAY03491,INV04122,2025-04-17,10096,UPI
PAY03492,INV04123,2024-08-24,44745,Bank Transfer
PAY03493,INV04124,2025-12-30,45833,Bank Transfer
PAY03494,INV04125,2025-12-26,20138,Card
PAY03495,INV04126,2025-03-08,47015,Card
PAY03496,INV04127,2025-06-14,19898,Card
PAY03497,INV04129,2024-03-23,47253,UPI
PAY03498,INV04130,2024-08-07,25394,Cheque
PAY03499,INV04131,2025-06-13,5578,Bank Transfer
PAY03500,INV04132,2024-10-30,41379,Bank Transfer
PAY03501,INV04133,2026-01-30,31841,Bank Transfer
PAY03502,INV04135,2024-06-20,22045,Bank Transfer
PAY03503,INV04137,2025-03-23,2513,Card
PAY03504,INV04138,2025-10-06,47539,Card
PAY03505,INV04140,2024-09-07,21382,Cheque
PAY03506,INV04141,2025-06-15,39829,Card
PAY03507,INV04142,2025-09-30,17024,Card
PAY03508,INV04144,2024-07-19,14109,Cheque
PAY03509,INV04145,2026-01-01,28240,Cheque
PAY03510,INV04146,2025-05-09,22328,Cheque
PAY03511,INV04147,2025-07-21,8923,Bank Transfer
PAY03512,INV04148,2026-02-10,9756,Bank Transfer
PAY03513,INV04149,2025-01-02,49408,UPI
PAY03514,INV04152,2025-12-19,48317,Cheque
PAY03515,INV04153,2025-02-01,22980,Cheque
PAY03516,INV04154,2024-01-26,4315,Bank Transfer
PAY03517,INV04155,2025-11-23,15887,Bank Transfer
PAY03518,INV04156,2024-03-10,14282,Cheque
PAY03519,INV04157,2026-02-17,4725,Cheque
PAY03520,INV04158,2025-12-13,41239,UPI
PAY03521,INV04159,2024-10-12,29564,Cheque
PAY03522,INV04160,2025-05-08,11666,Bank Transfer
PAY03523,INV04161,2024-05-01,9485,Bank Transfer
PAY03524,INV04163,2025-04-28,10057,Bank Transfer
PAY03525,INV04164,2026-02-06,14399,Bank Transfer
PAY03526,INV04165,2025-11-22,21927,UPI
PAY03527,INV04166,2024-06-08,29035,Card
PAY03528,INV04167,2024-10-12,27251,Bank Transfer
PAY03529,INV04168,2024-06-24,32338,Bank Transfer
PAY03530,INV04171,2025-04-15,28840,UPI
PAY03531,INV04172,2024-07-03,43409,Cheque
PAY03532,INV04173,2025-03-24,39305,Card
PAY03533,INV04174,2025-06-29,45793,Cheque
PAY03534,INV04175,2025-12-05,5461,Cheque
PAY03535,INV04176,2025-10-25,39967,Bank Transfer
PAY03536,INV04177,2025-01-08,38755,Bank Transfer
PAY03537,INV04178,2025-01-20,41295,Cheque
PAY03538,INV04179,2025-01-21,33006,Cheque
PAY03539,INV04180,2025-09-07,49131,Bank Transfer
PAY03540,INV04181,2024-06-06,19564,Bank Transfer
PAY03541,INV04182,2025-03-09,32143,Bank Transfer
PAY03542,INV04184,2024-07-10,35422,Bank Transfer
PAY03543,INV04185,2025-02-15,28584,UPI
PAY03544,INV04186,2024-03-11,47581,UPI
PAY03545,INV04187,2026-03-14,12358,Card
PAY03546,INV04188,2025-12-21,3763,Bank Transfer
PAY03547,INV04189,2024-07-24,13356,Cheque
PAY03548,INV04190,2025-11-14,4681,Bank Transfer
PAY03549,INV04192,2025-04-20,42648,Cheque
PAY03550,INV04193,2024-09-06,27243,Bank Transfer
PAY03551,INV04195,2025-11-06,1415,Card
PAY03552,INV04196,2026-02-27,9602,Card
PAY03553,INV04197,2024-09-27,48654,UPI
PAY03554,INV04199,2025-04-26,39661,Card
PAY03555,INV04200,2024-05-16,25431,Cheque
PAY03556,INV04201,2025-12-08,7371,Bank Transfer
PAY03557,INV04203,2025-09-28,27948,Cheque
PAY03558,INV04205,2024-11-12,23645,Cheque
PAY03559,INV04206,2025-04-21,14644,UPI
PAY03560,INV04207,2025-01-07,10609,Card
PAY03561,INV04208,2025-04-05,31367,UPI
PAY03562,INV04211,2024-12-21,48262,UPI
PAY03563,INV04212,2025-07-31,23832,UPI
PAY03564,INV04213,2024-04-07,47733,UPI
PAY03565,INV04215,2025-05-31,18873,Cheque
PAY03566,INV04216,2024-05-12,31134,Cheque
PAY03567,INV04217,2025-10-13,18171,Bank Transfer
PAY03568,INV04218,2025-08-29,4657,UPI
PAY03569,INV04219,2025-02-20,44840,Bank Transfer
PAY03570,INV04220,2025-01-31,43618,Bank Transfer
PAY03571,INV04224,2025-07-18,22166,Bank Transfer
PAY03572,INV04225,2024-11-12,23607,Cheque
PAY03573,INV04227,2025-08-23,44779,UPI
PAY03574,INV04228,2026-01-02,34812,Cheque
PAY03575,INV04229,2025-12-24,23343,UPI
PAY03576,INV04231,2024-05-22,15714,Card
PAY03577,INV04232,2025-01-14,23927,Cheque
PAY03578,INV04233,2025-07-03,1403,Cheque
PAY03579,INV04234,2024-06-12,30360,UPI
PAY03580,INV04235,2024-05-17,6193,UPI
PAY03581,INV04238,2025-03-27,34165,Card
PAY03582,INV04239,2024-06-25,39110,Card
PAY03583,INV04241,2024-02-04,41031,Card
PAY03584,INV04242,2025-07-14,20866,UPI
PAY03585,INV04243,2025-11-24,35879,Card
PAY03586,INV04244,2024-10-28,6143,UPI
PAY03587,INV04245,2024-10-18,36941,UPI
PAY03588,INV04246,2025-01-06,43594,Bank Transfer
PAY03589,INV04247,2025-04-01,16378,Bank Transfer
PAY03590,INV04248,2025-12-21,36739,Bank Transfer
PAY03591,INV04249,2024-10-21,31392,Card
PAY03592,INV04250,2025-05-09,40239,UPI
PAY03593,INV04251,2025-09-22,49552,Cheque
PAY03594,INV04252,2024-06-10,46850,Cheque
PAY03595,INV04253,2025-10-18,5347,Cheque
PAY03596,INV04254,2025-10-27,32196,Bank Transfer
PAY03597,INV04255,2024-02-18,10138,Card
PAY03598,INV04257,2025-05-14,11098,Cheque
PAY03599,INV04258,2025-11-02,49235,Card
PAY03600,INV04259,2025-11-09,10771,Cheque
PAY03601,INV04260,2025-09-25,21619,Card
PAY03602,INV04261,2025-06-25,2263,Card
PAY03603,INV04262,2024-03-05,42670,Bank Transfer
PAY03604,INV04263,2024-08-02,17165,Bank Transfer
PAY03605,INV04265,2025-08-05,37230,Bank Transfer
PAY03606,INV04266,2024-10-03,20795,Cheque
PAY03607,INV04267,2025-02-07,26699,Bank Transfer
PAY03608,INV04268,2025-11-18,18338,UPI
PAY03609,INV04269,2026-02-14,30596,Bank Transfer
PAY03610,INV04270,2026-03-21,10081,Bank Transfer
PAY03611,INV04271,2024-04-25,36509,Cheque
PAY03612,INV04272,2024-04-01,7062,Card
PAY03613,INV04273,2024-06-06,20849,Bank Transfer
PAY03614,INV04274,2025-09-10,36341,Cheque
PAY03615,INV04275,2025-09-14,13409,Card
PAY03616,INV04276,2024-07-24,42257,Bank Transfer
PAY03617,INV04277,2025-09-02,44850,Card
PAY03618,INV04278,2025-04-21,1327,UPI
PAY03619,INV04279,2025-06-08,32097,Bank Transfer
PAY03620,INV04280,2024-05-28,17341,Bank Transfer
PAY03621,INV04281,2025-05-25,30433,UPI
PAY03622,INV04282,2025-02-25,43374,UPI
PAY03623,INV04283,2024-08-05,30566,Bank Transfer
PAY03624,INV04284,2024-07-02,49879,UPI
PAY03625,INV04285,2024-10-26,28045,Card
PAY03626,INV04286,2025-02-04,8029,Card
PAY03627,INV04287,2024-05-13,29282,Bank Transfer
PAY03628,INV04288,2026-01-25,33299,Card
PAY03629,INV04289,2025-10-10,26766,Card
PAY03630,INV04290,2025-06-21,7764,Cheque
PAY03631,INV04293,2024-09-22,9661,UPI
PAY03632,INV04294,2025-02-28,20287,Card
PAY03633,INV04295,2025-06-15,13921,UPI
PAY03634,INV04297,2024-07-15,20042,Bank Transfer
PAY03635,INV04298,2024-09-10,34012,Card
PAY03636,INV04299,2025-03-18,27740,UPI
PAY03637,INV04300,2025-01-12,19063,Card
PAY03638,INV04301,2024-02-16,25233,Bank Transfer
PAY03639,INV04302,2025-01-12,14910,Cheque
PAY03640,INV04305,2025-10-10,43840,Bank Transfer
PAY03641,INV04306,2025-01-29,15118,UPI
PAY03642,INV04307,2025-03-23,45430,Bank Transfer
PAY03643,INV04308,2025-05-04,8907,Card
PAY03644,INV04309,2025-07-02,1838,Card
PAY03645,INV04310,2025-10-14,43229,UPI
PAY03646,INV04311,2025-06-30,40661,UPI
PAY03647,INV04312,2025-10-05,19168,Bank Transfer
PAY03648,INV04313,2024-07-01,7476,UPI
PAY03649,INV04314,2025-03-26,27861,Bank Transfer
PAY03650,INV04315,2024-03-15,5544,UPI
PAY03651,INV04316,2024-09-22,27234,Cheque
PAY03652,INV04317,2025-05-23,23594,Card
PAY03653,INV04318,2025-05-11,20494,Card
PAY03654,INV04319,2025-10-04,5155,Bank Transfer
PAY03655,INV04320,2025-07-20,46224,Bank Transfer
PAY03656,INV04321,2024-05-26,32858,Cheque
PAY03657,INV04322,2025-02-19,45788,Cheque
PAY03658,INV04323,2025-07-27,35029,Bank Transfer
PAY03659,INV04324,2024-03-15,45670,Cheque
PAY03660,INV04325,2025-12-17,39911,UPI
PAY03661,INV04326,2025-02-25,15239,Cheque
PAY03662,INV04328,2024-08-09,8074,Cheque
PAY03663,INV04329,2025-01-06,7436,Bank Transfer
PAY03664,INV04330,2025-12-05,48981,Bank Transfer
PAY03665,INV04332,2024-07-07,12440,Bank Transfer
PAY03666,INV04333,2026-03-16,26397,UPI
PAY03667,INV04334,2024-11-05,14125,UPI
PAY03668,INV04335,2024-09-09,21075,Cheque
PAY03669,INV04336,2025-07-11,26710,Bank Transfer
PAY03670,INV04337,2025-10-11,46097,Card
PAY03671,INV04338,2025-12-09,48300,Cheque
PAY03672,INV04339,2024-05-27,32183,UPI
PAY03673,INV04340,2024-05-04,26744,Cheque
PAY03674,INV04341,2025-11-22,7483,Cheque
PAY03675,INV04342,2025-06-29,15334,Cheque
PAY03676,INV04343,2024-07-26,11749,Bank Transfer
PAY03677,INV04344,2025-11-20,47806,Card
PAY03678,INV04345,2024-10-08,48571,UPI
PAY03679,INV04346,2024-02-13,36169,UPI
PAY03680,INV04348,2024-09-15,44288,UPI
PAY03681,INV04349,2025-02-18,46224,Card
PAY03682,INV04350,2026-01-30,8234,Card
PAY03683,INV04351,2024-05-07,8473,UPI
PAY03684,INV04352,2025-01-10,23539,Bank Transfer
PAY03685,INV04353,2024-09-19,3051,Cheque
PAY03686,INV04354,2024-12-11,45351,Cheque
PAY03687,INV04355,2024-05-24,5126,UPI
PAY03688,INV04356,2025-02-22,18009,Cheque
PAY03689,INV04357,2025-12-05,16350,Card
PAY03690,INV04358,2025-10-24,28249,UPI
PAY03691,INV04359,2024-11-04,25647,Bank Transfer
PAY03692,INV04362,2024-10-28,8811,Cheque
PAY03693,INV04363,2024-02-29,28329,Cheque
PAY03694,INV04365,2025-08-22,40117,UPI
PAY03695,INV04366,2025-06-16,5360,Card
PAY03696,INV04367,2025-11-09,48449,UPI
PAY03697,INV04368,2024-12-05,19130,Cheque
PAY03698,INV04369,2025-10-08,36838,Card
PAY03699,INV04370,2024-09-13,1922,Cheque
PAY03700,INV04373,2024-02-26,37810,Card
PAY03701,INV04374,2025-01-09,21649,Card
PAY03702,INV04375,2024-04-15,30509,Cheque
PAY03703,INV04376,2024-04-11,39081,Card
PAY03704,INV04377,2024-12-13,48968,Card
PAY03705,INV04378,2025-04-23,28918,UPI
PAY03706,INV04379,2024-03-26,46427,Bank Transfer
PAY03707,INV04380,2025-05-29,3874,Card
PAY03708,INV04381,2024-05-07,953,UPI
PAY03709,INV04382,2025-05-05,22567,Card
PAY03710,INV04383,2025-01-12,43270,Card
PAY03711,INV04384,2024-04-27,6786,UPI
PAY03712,INV04385,2025-10-11,45267,Cheque
PAY03713,INV04386,2025-03-27,27373,Bank Transfer
PAY03714,INV04387,2024-12-01,1590,Card
PAY03715,INV04388,2026-03-09,15529,Bank Transfer
PAY03716,INV04389,2026-03-22,13850,Bank Transfer
PAY03717,INV04390,2026-03-06,39023,Card
PAY03718,INV04391,2024-12-26,9023,Cheque
PAY03719,INV04392,2025-02-01,32645,Card
PAY03720,INV04393,2025-01-13,5175,UPI
PAY03721,INV04395,2024-05-20,25755,UPI
PAY03722,INV04396,2024-03-20,6043,Cheque
PAY03723,INV04397,2025-09-14,25231,Cheque
PAY03724,INV04399,2026-02-13,30624,Card
PAY03725,INV04400,2024-09-06,21966,Cheque
PAY03726,INV04401,2025-04-05,17128,Cheque
PAY03727,INV04402,2025-11-03,26908,Card
PAY03728,INV04403,2024-10-30,7378,Cheque
PAY03729,INV04404,2024-09-14,29319,Card
PAY03730,INV04407,2025-05-20,11841,Card
PAY03731,INV04408,2025-03-04,35770,Card
PAY03732,INV04409,2025-07-25,26895,UPI
PAY03733,INV04410,2025-01-28,13010,UPI
PAY03734,INV04411,2025-10-17,12968,UPI
PAY03735,INV04412,2024-03-05,31708,Card
PAY03736,INV04413,2024-03-21,10349,Card
PAY03737,INV04414,2025-01-30,20693,Cheque
PAY03738,INV04416,2024-10-31,14128,Bank Transfer
PAY03739,INV04417,2024-04-15,47530,Bank Transfer
PAY03740,INV04418,2025-04-20,26611,Cheque
PAY03741,INV04419,2025-01-20,17761,UPI
PAY03742,INV04420,2025-12-09,24450,Cheque
PAY03743,INV04421,2025-12-06,27475,Bank Transfer
PAY03744,INV04422,2024-04-08,31066,Bank Transfer
PAY03745,INV04424,2026-01-14,28117,Card
PAY03746,INV04425,2025-01-09,6186,UPI
PAY03747,INV04427,2025-03-31,5513,Card
PAY03748,INV04428,2025-05-01,33970,Card
PAY03749,INV04429,2025-08-05,503,Card
PAY03750,INV04430,2026-01-21,25626,Bank Transfer
PAY03751,INV04431,2025-04-02,9227,UPI
PAY03752,INV04432,2025-10-01,41055,Cheque
PAY03753,INV04433,2024-10-31,15675,Cheque
PAY03754,INV04434,2025-05-02,1636,Cheque
PAY03755,INV04435,2025-07-29,4066,UPI
PAY03756,INV04436,2024-08-21,35360,UPI
PAY03757,INV04437,2025-01-11,16466,Bank Transfer
PAY03758,INV04438,2025-06-13,49039,UPI
PAY03759,INV04439,2024-12-17,8901,UPI
PAY03760,INV04441,2024-11-04,32013,Bank Transfer
PAY03761,INV04443,2024-12-21,31896,Bank Transfer
PAY03762,INV04444,2024-09-02,5503,Bank Transfer
PAY03763,INV04445,2025-03-20,25003,UPI
PAY03764,INV04446,2024-05-19,12287,UPI
PAY03765,INV04447,2024-09-21,8294,UPI
PAY03766,INV04450,2024-09-19,25083,Bank Transfer
PAY03767,INV04451,2025-06-14,41186,Cheque
PAY03768,INV04452,2024-07-09,14940,Bank Transfer
PAY03769,INV04453,2024-04-11,3624,UPI
PAY03770,INV04454,2025-03-18,17481,Cheque
PAY03771,INV04455,2024-07-12,45663,Card
PAY03772,INV04456,2024-09-20,39010,Cheque
PAY03773,INV04457,2025-07-18,10640,UPI
PAY03774,INV04458,2024-05-06,47930,Cheque
PAY03775,INV04459,2025-02-02,23854,Bank Transfer
PAY03776,INV04460,2024-09-14,12939,UPI
PAY03777,INV04461,2025-06-14,35419,Bank Transfer
PAY03778,INV04462,2024-05-22,49022,UPI
PAY03779,INV04463,2025-01-25,30424,Card
PAY03780,INV04464,2025-01-07,20395,Cheque
PAY03781,INV04465,2025-10-16,9764,UPI
PAY03782,INV04466,2024-06-20,27826,Bank Transfer
PAY03783,INV04467,2025-04-25,46032,Card
PAY03784,INV04468,2025-11-15,1631,Cheque
PAY03785,INV04470,2025-05-16,9766,Cheque
PAY03786,INV04472,2025-12-03,11673,Card
PAY03787,INV04473,2024-06-25,35173,Card
PAY03788,INV04474,2026-01-27,49373,Cheque
PAY03789,INV04475,2026-01-24,36475,Card
PAY03790,INV04476,2024-08-23,41610,Cheque
PAY03791,INV04477,2024-06-25,2476,UPI
PAY03792,INV04478,2025-07-26,8942,Card
PAY03793,INV04479,2024-06-02,40480,UPI
PAY03794,INV04480,2024-04-21,37267,Bank Transfer
PAY03795,INV04481,2024-08-17,34317,Bank Transfer
PAY03796,INV04483,2024-08-21,1338,UPI
PAY03797,INV04484,2025-07-05,16220,UPI
PAY03798,INV04486,2025-08-19,38800,Card
PAY03799,INV04487,2026-01-23,13884,UPI
PAY03800,INV04488,2025-02-26,9317,Card
PAY03801,INV04489,2025-08-22,29519,UPI
PAY03802,INV04491,2024-08-31,24029,Cheque
PAY03803,INV04492,2025-09-19,4895,Card
PAY03804,INV04493,2024-12-05,39108,Bank Transfer
PAY03805,INV04494,2025-10-09,1510,Cheque
PAY03806,INV04495,2024-07-31,48359,UPI
PAY03807,INV04496,2024-11-21,7406,Bank Transfer
PAY03808,INV04497,2026-02-13,17514,Bank Transfer
PAY03809,INV04498,2025-02-19,20660,Cheque
PAY03810,INV04499,2025-01-25,48696,Bank Transfer
PAY03811,INV04500,2025-10-06,48256,Card
PAY03812,INV04502,2025-08-03,41577,UPI
PAY03813,INV04503,2026-02-09,10281,UPI
PAY03814,INV04504,2026-01-14,35548,Cheque
PAY03815,INV04505,2025-07-22,7760,Cheque
PAY03816,INV04507,2025-02-23,35573,Card
PAY03817,INV04508,2025-05-28,32954,Card
PAY03818,INV04509,2025-02-07,14839,UPI
PAY03819,INV04510,2025-01-28,31625,Cheque
PAY03820,INV04511,2025-11-14,2870,UPI
PAY03821,INV04512,2025-11-15,33461,UPI
PAY03822,INV04513,2026-03-04,18616,Bank Transfer
PAY03823,INV04514,2025-11-17,35008,Card
PAY03824,INV04515,2025-01-14,49533,Card
PAY03825,INV04516,2024-11-10,15181,UPI
PAY03826,INV04518,2024-12-27,40567,Card
PAY03827,INV04519,2024-02-20,19184,Cheque
PAY03828,INV04521,2025-02-03,31655,Cheque
PAY03829,INV04522,2024-11-27,8774,Cheque
PAY03830,INV04523,2026-01-29,11470,Bank Transfer
PAY03831,INV04524,2026-01-12,17148,Bank Transfer
PAY03832,INV04525,2024-06-01,15648,Cheque
PAY03833,INV04526,2025-01-18,828,Cheque
PAY03834,INV04527,2024-10-30,35036,Bank Transfer
PAY03835,INV04528,2025-01-15,17618,UPI
PAY03836,INV04529,2025-09-28,26252,Card
PAY03837,INV04530,2024-12-02,26904,Card
PAY03838,INV04531,2024-05-09,22307,UPI
PAY03839,INV04532,2025-08-29,7517,UPI
PAY03840,INV04533,2025-06-26,16297,UPI
PAY03841,INV04536,2025-12-21,14754,Card
PAY03842,INV04537,2025-01-18,36480,Card
PAY03843,INV04538,2025-04-26,7709,UPI
PAY03844,INV04539,2025-02-19,29716,Card
PAY03845,INV04541,2026-02-11,7057,Card
PAY03846,INV04542,2025-03-27,4990,UPI
PAY03847,INV04544,2024-10-09,7073,Cheque
PAY03848,INV04546,2026-01-31,31686,Card
PAY03849,INV04548,2024-03-24,21874,UPI
PAY03850,INV04550,2025-05-18,31351,UPI
PAY03851,INV04551,2025-05-27,8789,UPI
PAY03852,INV04552,2025-11-12,32407,Cheque
PAY03853,INV04553,2024-06-18,14295,Card
PAY03854,INV04554,2024-05-08,3628,UPI
PAY03855,INV04555,2025-05-06,19357,Cheque
PAY03856,INV04556,2024-06-07,17697,Cheque
PAY03857,INV04557,2025-02-05,15659,Bank Transfer
PAY03858,INV04558,2025-01-29,29238,Bank Transfer
PAY03859,INV04559,2025-08-07,43013,UPI
PAY03860,INV04560,2024-10-03,35653,UPI
PAY03861,INV04561,2024-04-05,49643,Card
PAY03862,INV04562,2025-10-31,32468,Bank Transfer
PAY03863,INV04563,2025-04-21,3403,UPI
PAY03864,INV04564,2025-11-11,13175,Cheque
PAY03865,INV04565,2026-01-14,20288,Bank Transfer
PAY03866,INV04567,2025-06-25,47444,Card
PAY03867,INV04568,2026-01-12,19560,UPI
PAY03868,INV04569,2025-01-24,34460,UPI
PAY03869,INV04570,2025-03-10,8538,Card
PAY03870,INV04571,2024-03-13,30654,Bank Transfer
PAY03871,INV04572,2024-03-15,29226,Card
PAY03872,INV04573,2025-12-21,38158,Card
PAY03873,INV04574,2025-10-26,35168,Bank Transfer
PAY03874,INV04575,2026-01-23,7698,Cheque
PAY03875,INV04576,2025-10-22,28301,Cheque
PAY03876,INV04577,2024-09-27,16875,UPI
PAY03877,INV04578,2025-08-20,27207,Card
PAY03878,INV04579,2024-07-15,35780,Cheque
PAY03879,INV04580,2024-12-29,49867,Bank Transfer
PAY03880,INV04581,2024-08-11,40057,Cheque
PAY03881,INV04582,2025-12-01,40770,Cheque
PAY03882,INV04583,2025-07-28,48156,Bank Transfer
PAY03883,INV04584,2026-02-17,14444,Bank Transfer
PAY03884,INV04585,2024-04-10,44641,Card
PAY03885,INV04586,2025-03-05,10551,Cheque
PAY03886,INV04587,2025-01-25,44369,UPI
PAY03887,INV04589,2025-03-08,38725,Cheque
PAY03888,INV04590,2024-09-09,5451,Cheque
PAY03889,INV04591,2024-08-16,3851,Cheque
PAY03890,INV04592,2025-02-20,20562,Card
PAY03891,INV04593,2024-12-14,41729,Cheque
PAY03892,INV04594,2025-03-18,21276,Bank Transfer
PAY03893,INV04595,2024-07-17,35386,UPI
PAY03894,INV04596,2024-09-01,30000,UPI
PAY03895,INV04598,2025-08-13,45720,Card
PAY03896,INV04600,2025-06-10,17550,Cheque
PAY03897,INV04601,2024-04-23,43876,Cheque
PAY03898,INV04602,2024-11-07,6886,Cheque
PAY03899,INV04603,2024-09-26,1248,Card
PAY03900,INV04604,2025-04-10,10230,Bank Transfer
PAY03901,INV04605,2026-02-05,32164,Cheque
PAY03902,INV04606,2025-06-08,9962,Bank Transfer
PAY03903,INV04607,2025-05-05,32139,Card
PAY03904,INV04608,2024-06-04,10152,Card
PAY03905,INV04609,2024-05-09,20147,Cheque
PAY03906,INV04610,2024-11-01,11106,UPI
PAY03907,INV04611,2025-03-30,40788,Bank Transfer
PAY03908,INV04612,2025-11-13,26798,Cheque
PAY03909,INV04614,2025-09-15,37498,Bank Transfer
PAY03910,INV04616,2026-02-23,30032,Bank Transfer
PAY03911,INV04617,2025-04-07,38109,Cheque
PAY03912,INV04618,2025-03-12,1206,Bank Transfer
PAY03913,INV04619,2025-01-25,4889,Card
PAY03914,INV04620,2024-06-15,11763,Cheque
PAY03915,INV04621,2024-05-21,37946,Card
PAY03916,INV04622,2025-01-10,1185,Cheque
PAY03917,INV04625,2024-04-19,27255,UPI
PAY03918,INV04626,2024-05-07,20914,Card
PAY03919,INV04627,2024-10-05,46769,Cheque
PAY03920,INV04628,2024-04-27,2721,Cheque
PAY03921,INV04629,2024-07-02,22154,Card
PAY03922,INV04630,2025-10-02,14953,Card
PAY03923,INV04632,2024-03-10,2640,Card
PAY03924,INV04633,2024-05-09,20387,Card
PAY03925,INV04634,2024-12-27,26200,UPI
PAY03926,INV04635,2024-10-03,25743,Card
PAY03927,INV04637,2024-04-01,25913,UPI
PAY03928,INV04641,2024-09-26,12102,Card
PAY03929,INV04642,2025-06-20,22800,UPI
PAY03930,INV04643,2025-01-21,3330,Card
PAY03931,INV04644,2024-09-11,35981,Card
PAY03932,INV04645,2025-02-07,11129,UPI
PAY03933,INV04647,2024-06-15,7545,Card
PAY03934,INV04648,2024-12-27,24227,Card
PAY03935,INV04649,2025-05-26,34037,Cheque
PAY03936,INV04650,2025-04-28,38289,UPI
PAY03937,INV04651,2026-01-14,13818,UPI
PAY03938,INV04653,2025-04-18,28934,Cheque
PAY03939,INV04654,2026-01-23,27220,Cheque
PAY03940,INV04655,2025-05-17,31718,Card
PAY03941,INV04656,2025-05-09,39568,Cheque
PAY03942,INV04657,2025-09-26,9957,Card
PAY03943,INV04658,2024-09-05,29600,Bank Transfer
PAY03944,INV04659,2025-05-08,23935,Card
PAY03945,INV04660,2024-10-14,2628,Cheque
PAY03946,INV04661,2024-08-19,15693,Bank Transfer
PAY03947,INV04662,2024-06-19,40921,UPI
PAY03948,INV04664,2024-03-08,17110,Bank Transfer
PAY03949,INV04665,2025-11-03,43384,Card
PAY03950,INV04666,2025-03-07,9712,Cheque
PAY03951,INV04667,2024-12-30,32114,Bank Transfer
PAY03952,INV04668,2025-03-27,17133,UPI
PAY03953,INV04669,2025-07-30,22824,Bank Transfer
PAY03954,INV04670,2024-08-16,19753,Bank Transfer
PAY03955,INV04673,2025-09-15,36587,Card
PAY03956,INV04674,2026-01-12,3255,Cheque
PAY03957,INV04675,2024-05-20,1738,UPI
PAY03958,INV04676,2025-04-22,10858,Cheque
PAY03959,INV04680,2025-02-06,11882,Card
PAY03960,INV04681,2026-01-14,26209,Card
PAY03961,INV04682,2024-10-09,12476,Bank Transfer
PAY03962,INV04683,2024-01-17,21745,Cheque
PAY03963,INV04684,2025-06-17,22682,Bank Transfer
PAY03964,INV04685,2025-12-08,48382,Bank Transfer
PAY03965,INV04686,2025-06-26,20000,Bank Transfer
PAY03966,INV04687,2025-01-14,33155,Bank Transfer
PAY03967,INV04688,2024-11-25,27700,UPI
PAY03968,INV04689,2024-03-12,23798,Card
PAY03969,INV04690,2024-11-13,3829,Bank Transfer
PAY03970,INV04691,2025-08-07,19659,Cheque
PAY03971,INV04692,2025-09-18,13003,Cheque
PAY03972,INV04693,2025-08-28,42722,Bank Transfer
PAY03973,INV04694,2024-10-25,11642,Card
PAY03974,INV04695,2024-05-03,49096,Bank Transfer
PAY03975,INV04696,2025-11-07,956,Bank Transfer
PAY03976,INV04697,2025-05-24,35791,Cheque
PAY03977,INV04698,2025-10-12,23463,Bank Transfer
PAY03978,INV04699,2025-08-30,36525,Cheque
PAY03979,INV04700,2024-10-14,5865,UPI
PAY03980,INV04701,2025-11-24,49910,Cheque
PAY03981,INV04702,2024-06-02,24168,UPI
PAY03982,INV04704,2025-12-12,29573,Cheque
PAY03983,INV04706,2025-01-10,6807,UPI
PAY03984,INV04707,2025-05-27,38695,Cheque
PAY03985,INV04708,2025-09-21,15222,Cheque
PAY03986,INV04709,2026-01-08,31290,Card
PAY03987,INV04711,2024-12-20,42138,UPI
PAY03988,INV04712,2025-01-11,30806,Card
PAY03989,INV04713,2025-05-31,17002,Cheque
PAY03990,INV04714,2025-08-18,42940,Bank Transfer
PAY03991,INV04715,2024-10-24,35492,UPI
PAY03992,INV04717,2024-05-22,2503,UPI
PAY03993,INV04718,2025-10-17,27956,Cheque
PAY03994,INV04721,2025-02-05,39421,Cheque
PAY03995,INV04722,2025-09-20,3976,UPI
PAY03996,INV04723,2025-10-25,7070,Card
